Token	POS-Tag	OOV	Id	Index	Documento
O	DET	0	1	22	A produção industrial brasileira cresceu 1,5 % no primeiro trimestre de 2026 , impulsionada pelo setor automotivo e de máquinas pesadas . O resultado superou as expectativas dos analistas de mercado .
resultado	NOUN	0	1	23	A produção industrial brasileira cresceu 1,5 % no primeiro trimestre de 2026 , impulsionada pelo setor automotivo e de máquinas pesadas . O resultado superou as expectativas dos analistas de mercado .
superou	VERB	0	1	24	A produção industrial brasileira cresceu 1,5 % no primeiro trimestre de 2026 , impulsionada pelo setor automotivo e de máquinas pesadas . O resultado superou as expectativas dos analistas de mercado .
as	DET	0	1	25	A produção industrial brasileira cresceu 1,5 % no primeiro trimestre de 2026 , impulsionada pelo setor automotivo e de máquinas pesadas . O resultado superou as expectativas dos analistas de mercado .
expectativas	NOUN	0	1	26	A produção industrial brasileira cresceu 1,5 % no primeiro trimestre de 2026 , impulsionada pelo setor automotivo e de máquinas pesadas . O resultado superou as expectativas dos analistas de mercado .
dos	ADP	0	1	27	A produção industrial brasileira cresceu 1,5 % no primeiro trimestre de 2026 , impulsionada pelo setor automotivo e de máquinas pesadas . O resultado superou as expectativas dos analistas de mercado .
analistas	NOUN	1	1	28	A produção industrial brasileira cresceu 1,5 % no primeiro trimestre de 2026 , impulsionada pelo setor automotivo e de máquinas pesadas . O resultado superou as expectativas dos analistas de mercado .
de	ADP	0	1	29	A produção industrial brasileira cresceu 1,5 % no primeiro trimestre de 2026 , impulsionada pelo setor automotivo e de máquinas pesadas . O resultado superou as expectativas dos analistas de mercado .
mercado	NOUN	0	1	30	A produção industrial brasileira cresceu 1,5 % no primeiro trimestre de 2026 , impulsionada pelo setor automotivo e de máquinas pesadas . O resultado superou as expectativas dos analistas de mercado .
.	PUNCT	0	1	31	A produção industrial brasileira cresceu 1,5 % no primeiro trimestre de 2026 , impulsionada pelo setor automotivo e de máquinas pesadas . O resultado superou as expectativas dos analistas de mercado .
A	DET	0	2	0	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
nova	ADJ	0	2	1	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
fábrica	NOUN	0	2	2	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
de	ADP	0	2	3	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
semicondutores	NOUN	1	2	4	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
instalada	VERB	0	2	5	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
no	ADP	0	2	6	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
polo	NOUN	0	2	7	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
tecnológico	ADJ	0	2	8	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
de	ADP	0	2	9	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
Campinas	PROPN	0	2	10	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
anunciou	VERB	0	2	11	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
um	DET	0	2	12	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
investimento	NOUN	0	2	13	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
de	ADP	0	2	14	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
500	NUM	0	2	15	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
milhões	NUM	0	2	16	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
de	ADP	0	2	17	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
reais	NOUN	0	2	18	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
para	SCONJ	0	2	19	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
expandir	VERB	0	2	20	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
sua	DET	0	2	21	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
linha	NOUN	0	2	22	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
de	ADP	0	2	23	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
montagem	NOUN	0	2	24	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
e	CCONJ	0	2	25	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
atender	VERB	0	2	26	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
a	DET	0	2	27	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
demanda	NOUN	0	2	28	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
de	ADP	0	2	29	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
chips	NOUN	1	2	30	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
automotivos	ADJ	1	2	31	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
.	PUNCT	0	2	32	A nova fábrica de semicondutores instalada no polo tecnológico de Campinas anunciou um investimento de 500 milhões de reais para expandir sua linha de montagem e atender a demanda de chips automotivos .
A	DET	0	3	0	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
exportação	NOUN	0	3	1	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
de	ADP	0	3	2	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
aço	NOUN	0	3	3	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
nacional	ADJ	0	3	4	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
registreu	VERB	1	3	5	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
recorde	NOUN	0	3	6	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
no	ADP	0	3	7	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
mês	NOUN	0	3	8	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
passado	ADJ	0	3	9	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
,	PUNCT	0	3	10	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
com	ADP	0	3	11	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
forte	ADJ	0	3	12	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
demanda	NOUN	0	3	13	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
vinda	ADJ	0	3	14	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
de	ADP	0	3	15	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
parceiros	NOUN	0	3	16	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
comerciais	ADJ	0	3	17	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
na	ADP	0	3	18	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
Europa	PROPN	0	3	19	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
e	CCONJ	0	3	20	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
na	ADP	0	3	21	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
Ásia	PROPN	0	3	22	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
.	PUNCT	0	3	23	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
O	DET	0	3	24	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
setor	NOUN	0	3	25	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
siderúrgico	ADJ	1	3	26	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
projeta	VERB	1	3	27	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
novos	ADJ	0	3	28	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
investimentos	NOUN	0	3	29	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
em	ADP	0	3	30	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
modernização	NOUN	0	3	31	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
.	PUNCT	0	3	32	A exportação de aço nacional registreu recorde no mês passado , com forte demanda vinda de parceiros comerciais na Europa e na Ásia . O setor siderúrgico projeta novos investimentos em modernização .
A	DET	0	4	0	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
indústria	NOUN	0	4	1	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
têxtil	ADJ	1	4	2	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
nacional	ADJ	0	4	3	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
investiu	VERB	1	4	4	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
em	ADP	0	4	5	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
automação	NOUN	1	4	6	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
industrial	ADJ	0	4	7	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
para	SCONJ	0	4	8	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
reduzir	VERB	0	4	9	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
custos	NOUN	0	4	10	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
operacionais	ADJ	0	4	11	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
e	CCONJ	0	4	12	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
competir	VERB	0	4	13	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
com	ADP	0	4	14	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
os	DET	0	4	15	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
produtos	NOUN	0	4	16	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
importados	VERB	1	4	17	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
.	PUNCT	0	4	18	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
Novas	ADJ	0	4	19	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
máquinas	NOUN	0	4	20	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
de	ADP	0	4	21	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
fiação	NOUN	1	4	22	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
digital	ADJ	0	4	23	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
foram	AUX	0	4	24	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
adquiridas	VERB	1	4	25	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
pelas	ADP	0	4	26	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
principais	ADJ	0	4	27	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
empresas	NOUN	0	4	28	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
do	ADP	0	4	29	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
setor	NOUN	0	4	30	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
.	PUNCT	0	4	31	A indústria têxtil nacional investiu em automação industrial para reduzir custos operacionais e competir com os produtos importados . Novas máquinas de fiação digital foram adquiridas pelas principais empresas do setor .
O	DET	0	5	0	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
governo	NOUN	0	5	1	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
federal	ADJ	0	5	2	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
anunciou	VERB	0	5	3	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
uma	DET	0	5	4	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
nova	ADJ	0	5	5	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
linha	NOUN	0	5	6	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
de	ADP	0	5	7	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
crédito	NOUN	0	5	8	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
subsidiado	VERB	1	5	9	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
para	ADP	0	5	10	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
a	DET	0	5	11	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
digitalização	NOUN	1	5	12	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
de	ADP	0	5	13	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
pequenas	ADJ	0	5	14	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
e	CCONJ	0	5	15	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
médias	ADJ	0	5	16	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
indústrias	NOUN	0	5	17	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
.	PUNCT	0	5	18	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
O	DET	0	5	19	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
programa	NOUN	0	5	20	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
visa	VERB	0	5	21	O governo federal anunciou uma nova linha de crédito subsidiado para a digitalização de pequenas e médias indústrias . O programa visa aumentar a produtividade fabril por meio da adoção de tecnologias da Indústria 4.0 .
